"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,51,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,51,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,78,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,33,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,62,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","WMN","Women","PC","Percentage","0","Units",,,66,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,93,"E","Estimated value"
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,80,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,86,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,95,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,77,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,83,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,77,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,74,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,77,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,83,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,69,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,82,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,91,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,74,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,35,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,42,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,80,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,79,"E","Estimated value"
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,84,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,94,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,85,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,69,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,62,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,78,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,81,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,89,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,89,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,76,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,89,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,82,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,72,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,78,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,96,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,48,"E","Estimated value"
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,76,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","HGH","High","PC","Percentage","0","Units",,,70,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,76,"E","Estimated value"
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,60,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,58,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,79,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,48,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,67,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,49,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,62,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,52,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,76,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,53,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,73,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,77,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,63,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,24,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,31,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,67,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,58,"E","Estimated value"
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,66,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,87,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,68,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,54,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,40,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,60,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,69,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,70,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,69,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,61,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,64,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,75,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,54,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,39,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,84,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,30,"E","Estimated value"
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,52,,
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","LW","Low","PC","Percentage","0","Units",,,54,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.9,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.5,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.4,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.5,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,4.8,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,4.9,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.9,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.8,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.9,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.7,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.4,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.8,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.1,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.1,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.5,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.5,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.6,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.8,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.2,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.7,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.6,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,7.4,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,5.7,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,6.6,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.2,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.9,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.8,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.3,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.5,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.2,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.4,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.9,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,4.6,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.1,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.4,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.2,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.7,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.5,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.9,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.6,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.3,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.3,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.7,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.1,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.1,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.4,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.5,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.4,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.8,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.1,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.7,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.6,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,7.5,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.1,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,5.7,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,6.5,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.4,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.3,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.5,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.5,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.5,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.5,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,4.9,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,4.8,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.6,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.9,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.1,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.9,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.8,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.3,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.6,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.8,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.1,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.2,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.5,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.5,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.8,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.8,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.2,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.8,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.6,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,7.3,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,5.6,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","Units",,,6.6,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.9,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,5.9,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.1,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.2,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.6,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.3,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.3,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.4,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.6,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.7,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.2,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.8,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.1,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.8,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.1,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.1,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.7,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.1,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7.5,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,6.3,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,0,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","Units",,,7,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7.2,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.9,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.3,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,7,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","Units",,,6.4,,
